Row_Number,Lapwing_ID,Test_Number,Fields,Urban,Water_Ponds,Experiment,Date,time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeStandingSec,Head_bobbing,peck,Pose_fly,preening,Puff,Call,screening,Shake_wings,Shaking_head,Tail_wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SE_Time_Fly_sec,Number_Stops_Locations,Total_Time_Stoped,Walking_Meters,Percentage_In_Camera_View,area_explored,TimeInCenter,TimeInPeri,TotalUniqueLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,PC1,PC2,SMI,Experiment_SMI,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Time_to_emerge,Minimum_Disp_Threat
563,33946,1,44.61,96.21,0,OFT,02/08/2021,09:18:00,4,185,2021,Male,32.360706,34.924861,203,275.6,7,0,0,0,3,6,0,0,2,9,1,3.8,3.8,NA,311,47,46.19,100,53.21,58,42,83,1,3,79,1.199131504,0.446253512,195.5104532,180.2402673,10.3,214,98,79.6,NA,NA
564,33946,1,44.61,96.21,0,CST,02/08/2021,09:18:00,4,185,2021,Male,32.360706,34.924861,203,99.1,26,0,0,0,0,71,0,0,0,3,4,4.49,17.98,0.55,143,13,13.14,93,17.95,1.6,98.4,28,0,2,26,0.90192926,0.521015782,195.5104532,180.2402673,10.3,214,98,79.6,NA,57.44
565,33946,2,44.61,96.21,0,LTE,09/08/2021,08:48:00,3,183,2021,Male,32.360706,34.924861,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.5104532,178.2917239,10.3,214,98,79.6,2.1,NA
566,33946,2,44.61,96.21,0,OFT,09/08/2021,08:48:00,3,183,2021,Male,32.360706,34.924861,203,36.33,2,0,3,0,1,12,0,0,0,3,4,4.95,19.82,2.1,50,11,10.43,17,28.21,11.2,88.8,44,0,0,44,-0.848856648,-0.181815667,195.5104532,178.2917239,10.3,214,98,79.6,NA,NA
567,33946,2,44.61,96.21,0,CST,09/08/2021,08:48:00,3,183,2021,Male,32.360706,34.924861,203,37.5,4,0,0,0,0,28,0,0,0,1,3,5.95,17.86,1.47,56,2,6.27,36,22.44,1,99,35,0,1,34,0.190991769,0.50778666,195.5104532,178.2917239,10.3,214,98,79.6,NA,51.82
568,33946,3,44.61,96.21,0,LTE,16/08/2021,10:00:00,5,181,2021,Male,32.360706,34.924861,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.5104532,176.3431804,10.3,214,98,79.6,0.1,NA
569,33947,1,41.92,61.02,7.56,LTE,02/08/2021,10:35:00,6,173,2021,Female,32.361385,34.921145,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2816286,176.4097457,4.9,200,90,76,1.7,NA
570,33947,1,41.92,61.02,7.56,OFT,02/08/2021,10:35:00,6,173,2021,Female,32.361385,34.921145,185,262.4,0,0,0,1,2,0,0,0,1,6,1,3.45,3.45,NA,316,31,33.49,94,49.36,5.6,94.4,77,1,4,72,0.346604999,-0.741458981,190.2816286,176.4097457,4.9,200,90,76,NA,NA
571,33947,1,41.92,61.02,7.56,CST,02/08/2021,10:35:00,6,173,2021,Female,32.361385,34.921145,185,136.17,1,0,0,0,2,0,0,0,0,3,0,0,0,NA,174,2,6.74,100,12.82,0.1,99.9,20,1,1,18,2.988138581,-1.723871538,190.2816286,176.4097457,4.9,200,90,76,NA,49.91
572,33947,2,41.92,61.02,7.56,LTE,09/08/2021,08:26:00,2,167,2021,Female,32.361385,34.921145,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2816286,170.2914887,4.9,200,90,76,22.95,NA
573,33947,2,41.92,61.02,7.56,OFT,09/08/2021,08:26:00,2,167,2021,Female,32.361385,34.921145,185,194.03,0,0,1,0,2,0,0,1,1,3,1,4.61,4.61,NA,248,23,17.21,71,23.08,0.2,99.8,36,1,1,34,-1.207158729,-1.065147852,190.2816286,170.2914887,4.9,200,90,76,NA,NA
574,33947,3,41.92,61.02,7.56,LTE,16/08/2021,08:22:00,1,170,2021,Female,32.361385,34.921145,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2816286,173.3506172,4.9,200,90,76,3.25,NA
575,33947,3,41.92,61.02,7.56,OFT,16/08/2021,08:22:00,1,170,2021,Female,32.361385,34.921145,185,245.53,0,1,1,0,2,0,0,0,0,8,3,4.93,14.78,1.72,347,36,27.92,100,46.79,34.6,65.4,73,0,3,70,0.95616356,0.330851451,190.2816286,173.3506172,4.9,200,90,76,NA,NA
576,33947,3,41.92,61.02,7.56,CST,16/08/2021,08:22:00,1,170,2021,Female,32.361385,34.921145,185,83.47,0,0,0,0,0,5,0,0,0,1,0,0,0,NA,122,20,10.53,85,23.08,0.1,99.9,36,0,1,35,0.511705242,-1.153295101,190.2816286,173.3506172,4.9,200,90,76,NA,38.05
577,33948,1,57.52,46.3,9.71,LTE,02/08/2021,08:25:00,2,178,2021,Male,32.364954,34.920902,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4713042,175.6389627,11.1,210,99,78,1.8,NA
578,33948,1,57.52,46.3,9.71,OFT,02/08/2021,08:25:00,2,178,2021,Male,32.364954,34.920902,185,285.6,5,0,0,0,4,0,1,0,2,7,3,2.77,8.32,1.29,333,31,20.75,93,42.95,33.8,66.2,67,1,5,61,1.413775258,-0.466327913,181.4713042,175.6389627,11.1,210,99,78,NA,NA
579,33948,1,57.52,46.3,9.71,CST,02/08/2021,08:25:00,2,178,2021,Male,32.364954,34.920902,185,89.07,3,0,0,0,0,1,0,0,0,0,4,2.84,11.36,2.13,99,10,7.84,66,18.59,19.6,80.4,29,0,2,27,2.274185375,2.534394052,181.4713042,175.6389627,11.1,210,99,78,NA,3.29
580,33948,2,57.52,46.3,9.71,LTE,09/08/2021,08:03:00,1,171,2021,Male,32.364954,34.920902,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4713042,168.7318124,11.1,210,99,78,2.2,NA
581,33948,2,57.52,46.3,9.71,OFT,09/08/2021,08:03:00,1,171,2021,Male,32.364954,34.920902,185,201.73,6,0,0,0,2,0,0,0,1,5,1,29.18,29.18,NA,252,11,21.46,67,36.54,16.2,83.8,57,0,4,53,0.707518374,0.17337576,181.4713042,168.7318124,11.1,210,99,78,NA,NA
582,33948,2,57.52,46.3,9.71,CST,09/08/2021,08:03:00,1,171,2021,Male,32.364954,34.920902,185,50.37,2,0,0,0,0,0,0,0,0,2,3,7.79,23.36,2.3,72,3,6.75,45,16.03,0.5,99.5,25,0,0,25,0.529285794,0.631521606,181.4713042,168.7318124,11.1,210,99,78,NA,58.27
583,33948,3,57.52,46.3,9.71,LTE,16/08/2021,08:46:00,2,179,2021,Male,32.364954,34.920902,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.4713042,176.6256984,11.1,210,99,78,0.7,NA
584,33948,3,57.52,46.3,9.71,OFT,16/08/2021,08:46:00,2,179,2021,Male,32.364954,34.920902,185,235.77,1,1,0,0,2,0,0,0,0,5,4,3.48,13.92,2.25,289,10,12.29,73,28.21,23.3,76.7,44,1,4,39,0.503644634,-0.999771755,181.4713042,176.6256984,11.1,210,99,78,NA,NA
585,33948,3,57.52,46.3,9.71,CST,16/08/2021,08:46:00,2,179,2021,Male,32.364954,34.920902,185,102.17,7,0,0,0,1,0,1,0,1,2,1,4,4,NA,138,7,9.91,86,25,5.7,94.3,39,0,2,37,2.315652211,-0.303700379,181.4713042,176.6256984,11.1,210,99,78,NA,85.35
586,33949,1,44.61,96.21,0,LTE,02/08/2021,11:24:00,8,174,2021,Female,32.360706,34.924861,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.8919518,173.931023,7.5,206,95,77.8,2.3,NA
587,33949,1,44.61,96.21,0,OFT,02/08/2021,11:24:00,8,174,2021,Female,32.360706,34.924861,189,144.77,12,0,0,0,3,0,1,0,2,12,4,4.63,18.5,1.55,171,37,31.25,62,52.56,10.7,89.3,82,0,0,82,0.799523156,1.04293006,188.8919518,173.931023,7.5,206,95,77.8,NA,NA
588,33949,1,44.61,96.21,0,CST,02/08/2021,11:24:00,8,174,2021,Female,32.360706,34.924861,189,59.17,0,0,2,0,0,5,1,0,0,0,3,5.8,17.41,1.22,107,18,19.42,78,29.49,20.1,79.9,46,0,1,45,-1.055718028,0.279830958,188.8919518,173.931023,7.5,206,95,77.8,NA,19.56
589,33949,2,44.61,96.21,0,LTE,09/08/2021,09:36:00,5,172,2021,Female,32.360706,34.924861,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.8919518,171.9318158,7.5,206,95,77.8,2.15,NA
590,33949,2,44.61,96.21,0,OFT,09/08/2021,09:36:00,5,172,2021,Female,32.360706,34.924861,189,223.57,0,0,4,0,3,0,4,0,4,11,4,3.48,13.93,0.87,299,55,47.23,98,63.46,42.5,57.5,99,0,3,96,1.403184911,1.387983906,188.8919518,171.9318158,7.5,206,95,77.8,NA,NA
591,33949,2,44.61,96.21,0,CST,09/08/2021,09:36:00,5,172,2021,Female,32.360706,34.924861,189,88.1,0,0,3,0,0,2,2,0,0,4,3,4.98,14.94,1.11,138,20,16.75,97,33.33,17.9,82.1,52,0,2,50,-0.732291772,0.193328694,188.8919518,171.9318158,7.5,206,95,77.8,NA,57.99
592,33949,3,44.61,96.21,0,LTE,16/08/2021,09:34:00,4,178,2021,Female,32.360706,34.924861,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.8919518,177.9294373,7.5,206,95,77.8,2.46,NA
593,33949,3,44.61,96.21,0,OFT,16/08/2021,09:34:00,4,178,2021,Female,32.360706,34.924861,189,140.97,0,0,6,0,0,0,1,0,0,7,6,3.06,18.36,0.47,181,55,74.59,83,45.51,2.1,97.9,71,0,4,67,-1.828712512,1.743394196,188.8919518,177.9294373,7.5,206,95,77.8,NA,NA
594,33949,3,44.61,96.21,0,CST,16/08/2021,09:34:00,4,178,2021,Female,32.360706,34.924861,189,57.67,0,0,1,0,0,0,0,0,0,2,5,4.3,21.52,1.53,81,21,25.93,80,40.38,0.4,99.6,63,0,0,63,-1.71309021,0.704061183,188.8919518,177.9294373,7.5,206,95,77.8,NA,43
595,33950,1,57.52,46.3,9.71,LTE,02/08/2021,12:38:00,11,154,2021,Female,32.364954,34.920902,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0217615,155.9860659,6.5,202,90,80.5,76,NA
596,33950,1,57.52,46.3,9.71,OFT,02/08/2021,12:38:00,11,154,2021,Female,32.364954,34.920902,162,227.17,0,0,0,0,3,0,1,0,0,11,0,0,0,NA,242,58,66.25,100,73.72,40.7,59.3,115,0,3,112,1.087920319,1.353180819,165.0217615,155.9860659,6.5,202,90,80.5,NA,NA
597,33950,1,57.52,46.3,9.71,CST,02/08/2021,12:38:00,11,154,2021,Female,32.364954,34.920902,162,106.43,2,0,7,0,1,0,0,0,0,8,0,0,0,NA,153,16,11.76,100,21.15,98,2,33,0,3,30,2.898130695,-0.753632589,165.0217615,155.9860659,6.5,202,90,80.5,NA,48.2
598,33950,2,57.52,46.3,9.71,LTE,09/08/2021,09:12:00,4,155,2021,Female,32.364954,34.920902,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0217615,156.9989624,6.5,202,90,80.5,2.47,NA
599,33950,2,57.52,46.3,9.71,OFT,09/08/2021,09:12:00,4,155,2021,Female,32.364954,34.920902,162,256.2,1,0,2,0,2,0,2,0,1,8,3,5.73,17.18,1.91,374,16,25.5,96,29.49,2.2,97.8,46,1,4,41,-0.425111389,-0.384689018,165.0217615,156.9989624,6.5,202,90,80.5,NA,NA
600,33950,2,57.52,46.3,9.71,CST,09/08/2021,09:12:00,4,155,2021,Female,32.364954,34.920902,162,32.33,0,0,2,0,0,0,0,0,0,0,2,9.99,19.98,4.23,49,4,4.27,34,14.1,9.8,90.2,22,0,0,22,-0.214710126,-0.180767627,165.0217615,156.9989624,6.5,202,90,80.5,NA,145.95
601,33950,3,57.52,46.3,9.71,LTE,16/08/2021,09:10:00,3,165,2021,Female,32.364954,34.920902,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0217615,167.1279277,6.5,202,90,80.5,1.56,NA
602,33950,3,57.52,46.3,9.71,OFT,16/08/2021,09:10:00,3,165,2021,Female,32.364954,34.920902,162,83.97,1,0,1,0,1,0,0,0,1,4,2,5.11,10.22,1.36,65,40,191.83,84,38.46,3.9,96.1,60,0,3,57,-1.826557833,1.995749347,165.0217615,167.1279277,6.5,202,90,80.5,NA,NA
603,33950,3,57.52,46.3,9.71,CST,16/08/2021,09:10:00,3,165,2021,Female,32.364954,34.920902,162,49.47,0,0,1,0,0,1,0,0,0,2,1,4.14,4.14,NA,56,26,80.66,98,17.95,0,100,28,0,2,26,-1.618206808,-1.723585363,165.0217615,167.1279277,6.5,202,90,80.5,NA,191.38
604,50551,1,17.73,0,74.03,LTE,07/06/2022,08:05:00,2,192,2022,Male,32.529216,35.412536,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.1873248,188.8478747,9.1,211,98,81.4,17.64,NA
605,50551,1,17.73,0,74.03,OFT,07/06/2022,08:05:00,2,192,2022,Male,32.529216,35.412536,204,221.63,0,0,0,0,2,0,0,0,2,3,2,4.15,8.29,0.99,250,58,71.21,94,53.85,12.5,87.5,84,0,4,80,0.766972432,1.215041403,199.1873248,188.8478747,9.1,211,98,81.4,NA,NA
606,50551,1,17.73,0,74.03,CST,07/06/2022,08:05:00,2,192,2022,Male,32.529216,35.412536,204,110.03,3,0,0,0,0,15,0,0,0,1,7,3.81,26.68,0.77,139,17,22.56,100,29.49,14.9,85.1,46,0,2,44,0.095532604,0.913194262,199.1873248,188.8478747,9.1,211,98,81.4,NA,144.76
607,50551,2,17.73,0,74.03,LTE,13/06/2022,09:09:00,3,194,2022,Male,32.529216,35.412536,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.1873248,190.8150401,9.1,211,98,81.4,30.4,NA
608,50551,2,17.73,0,74.03,OFT,13/06/2022,09:09:00,3,194,2022,Male,32.529216,35.412536,204,273.7,1,0,0,0,3,0,0,0,2,3,3,5.33,15.98,1.2,350,23,23.2,94,32.05,14.1,85.9,50,2,5,43,1.04150554,-0.524951036,199.1873248,190.8150401,9.1,211,98,81.4,NA,NA
609,50551,2,17.73,0,74.03,CST,13/06/2022,09:09:00,3,194,2022,Male,32.529216,35.412536,204,112.83,0,0,0,0,0,0,0,0,0,1,3,6.32,18.97,2.73,128,10,10.13,82,24.36,1.4,98.6,38,0,1,37,0.315569583,0.509522372,199.1873248,190.8150401,9.1,211,98,81.4,NA,43.94
610,50551,3,17.73,0,74.03,LTE,21/06/2022,09:27:00,4,183,2022,Male,32.529216,35.412536,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.1873248,179.9956306,9.1,211,98,81.4,25.77,NA
611,50551,3,17.73,0,74.03,OFT,21/06/2022,09:27:00,4,183,2022,Male,32.529216,35.412536,204,223.17,1,0,0,0,2,0,0,0,1,7,1,4.65,4.65,NA,237,70,66.15,100,44.87,8.5,91.5,70,2,0,68,-0.622146796,0.690875441,199.1873248,179.9956306,9.1,211,98,81.4,NA,NA
612,50551,3,17.73,0,74.03,CST,21/06/2022,09:27:00,4,183,2022,Male,32.529216,35.412536,204,31.57,4,0,0,0,0,0,0,0,0,2,4,4.99,19.96,0.94,35,10,17.58,40,20.51,0.2,99.8,32,0,1,31,-0.535226091,0.182936979,199.1873248,179.9956306,9.1,211,98,81.4,NA,71.34
613,50552,1,17.73,0,74.03,LTE,07/06/2022,12:08:00,9,158,2022,Female,32.529216,35.412536,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.6820924,161.114103,7.6,200,90,74,264.38,NA
614,50552,1,17.73,0,74.03,OFT,07/06/2022,12:08:00,9,158,2022,Female,32.529216,35.412536,164,84.9,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,75,41,82.08,66,32.05,1.1,98.9,50,0,1,49,-3.122557443,0.703173444,168.6820924,161.114103,7.6,200,90,74,NA,NA
615,50552,1,17.73,0,74.03,CST,07/06/2022,12:08:00,9,158,2022,Female,32.529216,35.412536,164,66.73,0,0,0,0,1,9,0,0,0,1,1,5.76,5.76,NA,70,27,36.77,96,32.05,19,81,50,0,0,50,-0.258775358,-1.160962538,168.6820924,161.114103,7.6,200,90,74,NA,123.65
616,50552,2,17.73,0,74.03,LTE,13/06/2022,11:34:00,8,154,2022,Female,32.529216,35.412536,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.6820924,157.035265,7.6,200,90,74,85.83,NA
617,50552,2,17.73,0,74.03,OFT,13/06/2022,11:34:00,8,154,2022,Female,32.529216,35.412536,164,231.2,0,0,0,0,2,1,0,0,1,6,1,10.28,10.28,NA,268,57,58.43,99,37.18,6.1,93.9,58,2,0,56,-0.593150466,0.454501488,168.6820924,157.035265,7.6,200,90,74,NA,NA
618,50552,2,17.73,0,74.03,CST,13/06/2022,11:34:00,8,154,2022,Female,32.529216,35.412536,164,61.3,0,0,0,0,1,1,0,0,0,1,1,4.53,4.53,NA,83,17,32.35,76,16.67,0,100,26,0,1,25,0.095807735,-2.178959816,168.6820924,157.035265,7.6,200,90,74,NA,196.86
619,50552,3,17.73,0,74.03,LTE,21/06/2022,12:43:00,10,160,2022,Female,32.529216,35.412536,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.6820924,163.1535221,7.6,200,90,74,21.82,NA
620,50552,3,17.73,0,74.03,OFT,21/06/2022,12:43:00,10,160,2022,Female,32.529216,35.412536,164,53.9,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,73,53,129.17,73,24.36,0.7,99.3,38,1,3,34,-2.782800497,0.670201469,168.6820924,163.1535221,7.6,200,90,74,NA,NA
621,50552,3,17.73,0,74.03,CST,21/06/2022,12:43:00,10,160,2022,Female,32.529216,35.412536,164,53,0,0,0,0,1,0,0,0,1,1,1,5.17,5.17,NA,76,21,34.77,86,16.03,12.5,87.5,25,0,1,24,-0.169609135,-2.385062721,168.6820924,163.1535221,7.6,200,90,74,NA,38.63
622,50553,1,7.39,0,89.13,LTE,07/06/2022,09:10:00,4,176,2022,Male,32.538802,35.410296,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.4331562,173.6654912,9.7,210,91,77.3,5.95,NA
623,50553,1,7.39,0,89.13,OFT,07/06/2022,09:10:00,4,176,2022,Male,32.538802,35.410296,187,230.67,2,0,0,0,3,4,0,0,0,9,6,3.98,23.9,1.64,277,37,24.72,83,53.85,16.9,83.1,84,1,3,80,1.4385253,0.711956022,183.4331562,173.6654912,9.7,210,91,77.3,NA,NA
624,50553,1,7.39,0,89.13,CST,07/06/2022,09:10:00,4,176,2022,Male,32.538802,35.410296,187,138.67,1,0,0,0,3,10,0,0,0,3,2,5.23,10.46,0.04,165,6,6.33,98,11.54,0.1,99.9,18,0,3,15,2.574668953,-0.75979176,183.4331562,173.6654912,9.7,210,91,77.3,NA,186.85
625,50553,2,7.39,0,89.13,LTE,13/06/2022,08:09:00,1,170,2022,Male,32.538802,35.410296,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.4331562,167.7450767,9.7,210,91,77.3,60.07,NA
626,50553,2,7.39,0,89.13,OFT,13/06/2022,08:09:00,1,170,2022,Male,32.538802,35.410296,187,281.8,2,0,0,0,4,4,0,0,0,7,9,3.64,32.72,1.76,342,28,27.67,96,66.67,57,43,104,0,4,100,2.356977608,1.22233557,183.4331562,167.7450767,9.7,210,91,77.3,NA,NA
627,50553,2,7.39,0,89.13,CST,13/06/2022,08:09:00,1,170,2022,Male,32.538802,35.410296,187,119.7,3,0,0,0,1,5,0,0,0,3,5,4.25,21.25,1.49,159,9,10.76,99,28.21,3.5,96.5,44,1,1,42,2.022401984,0.697555429,183.4331562,167.7450767,9.7,210,91,77.3,NA,56.1
628,50553,3,7.39,0,89.13,LTE,21/06/2022,10:35:00,6,167,2022,Male,32.538802,35.410296,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.4331562,164.7848695,9.7,210,91,77.3,185.93,NA
629,50553,3,7.39,0,89.13,OFT,21/06/2022,10:35:00,6,167,2022,Male,32.538802,35.410296,187,261.53,0,0,0,0,1,0,0,0,0,4,12,3.03,36.37,1.15,296,22,23.72,84,54.49,14.7,85.3,85,1,2,82,1.26469215,0.929550385,183.4331562,164.7848695,9.7,210,91,77.3,NA,NA
630,50553,3,7.39,0,89.13,CST,21/06/2022,10:35:00,6,167,2022,Male,32.538802,35.410296,187,84.1,0,0,0,0,0,10,0,0,0,2,6,4.5,27.01,1.52,109,4,9.85,72,26.28,1,99,41,0,1,40,-0.198198698,0.968396819,183.4331562,164.7848695,9.7,210,91,77.3,NA,94.28
631,50559,1,0,91.95,0,LTE,21/06/2022,08:30:00,2,172,2022,Female,32.504095,35.45973,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.2713863,170.265215,8.3,209,94,77.1,427.72,NA
632,50559,1,0,91.95,0,OFT,21/06/2022,08:30:00,2,172,2022,Female,32.504095,35.45973,188,159,5,0,0,0,2,6,0,0,0,14,3,5.68,17.03,2.61,212,25,17.1,62,25,3.9,96.1,39,1,2,36,-1.071366717,-0.503464207,185.2713863,170.265215,8.3,209,94,77.1,NA,NA
633,50559,1,0,91.95,0,CST,21/06/2022,08:30:00,2,172,2022,Female,32.504095,35.45973,188,35.87,0,0,1,0,0,7,0,0,0,1,4,4,15.99,1.39,34,19,40.71,77,20.51,0.1,99.9,32,0,0,32,-1.814563251,-0.906173571,185.2713863,170.265215,8.3,209,94,77.1,NA,114.06
634,50559,2,0,91.95,0,LTE,28/06/2022,09:25:00,4,175,2022,Female,32.504095,35.45973,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.2713863,173.2349571,8.3,209,94,77.1,482.04,NA
635,50559,2,0,91.95,0,OFT,28/06/2022,09:25:00,4,175,2022,Female,32.504095,35.45973,188,23.3,1,0,1,0,0,3,0,0,0,0,3,4.46,13.39,0.92,28,8,10.33,13,26.92,5.1,94.9,42,0,0,42,-2.895864985,-0.136107846,185.2713863,173.2349571,8.3,209,94,77.1,NA,NA
636,50559,2,0,91.95,0,CST,28/06/2022,09:25:00,4,175,2022,Female,32.504095,35.45973,188,35,0,0,0,0,0,6,0,0,0,0,4,3.03,12.11,0.5,19,18,49.76,84,18.59,3.8,96.2,29,0,0,29,-1.808502424,-1.199909057,185.2713863,173.2349571,8.3,209,94,77.1,NA,84.65
637,50559,3,0,91.95,0,LTE,05/07/2022,10:09:00,8,174,2022,Female,32.504095,35.45973,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.2713863,172.245043,8.3,209,94,77.1,254.13,NA
638,50559,3,0,91.95,0,OFT,05/07/2022,10:09:00,8,174,2022,Female,32.504095,35.45973,188,54.03,0,0,0,0,0,0,0,0,1,0,2,4.03,8.06,1.05,27,24,92.5,69,33.97,1,99,53,2,0,51,-2.844832984,1.499004655,185.2713863,172.245043,8.3,209,94,77.1,NA,NA
639,50559,3,0,91.95,0,CST,05/07/2022,10:09:00,8,174,2022,Female,32.504095,35.45973,188,24.33,0,0,0,0,0,14,0,0,0,0,2,2.12,4.25,0.6,10,8,47.7,77,17.31,0.2,99.8,27,0,0,27,-1.855768767,-2.074106101,185.2713863,172.245043,8.3,209,94,77.1,NA,63.36
640,50560,1,0,27.28,63.21,LTE,21/06/2022,11:47:00,8,168,2022,Female,32.501736,35.463026,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.7383407,165.7716052,8.5,210,90,80.2,274.25,NA
641,50560,1,0,27.28,63.21,OFT,21/06/2022,11:47:00,8,168,2022,Female,32.501736,35.463026,171,135.33,1,0,0,0,4,3,0,0,1,7,1,5.65,5.65,NA,184,42,34.15,76,52.56,37.2,62.8,82,0,2,80,0.649919588,0.745609099,167.7383407,165.7716052,8.5,210,90,80.2,NA,NA
642,50560,1,0,27.28,63.21,CST,21/06/2022,11:47:00,8,168,2022,Female,32.501736,35.463026,171,84.3,9,0,0,0,0,9,0,0,0,4,3,4.28,12.84,1.55,135,10,10.4,85,12.82,0.5,99.5,20,0,2,18,0.931149155,-0.187809351,167.7383407,165.7716052,8.5,210,90,80.2,NA,174.94
643,50560,2,0,27.28,63.21,LTE,28/06/2022,09:00:00,3,167,2022,Female,32.501736,35.463026,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.7383407,164.7848695,8.5,210,90,80.2,1.96,NA
