Row_Number,Lapwing_ID,Test_Number,Fields,Urban,Water_Ponds,Experiment,Date,time,Trial_order,Weight,Year,Sex,Nest_X,Nest_Y,Initial_weight,TimeStandingSec,Head_bobbing,peck,Pose_fly,preening,Puff,Call,screening,Shake_wings,Shaking_head,Tail_wingle,Fly_Sequences,Mean_Time_Fly_sec,Total_Time_Fly_sec,SE_Time_Fly_sec,Number_Stops_Locations,Total_Time_Stoped,Walking_Meters,Percentage_In_Camera_View,area_explored,TimeInCenter,TimeInPeri,TotalUniqueLocationsVisited,NumberOfHighExploration,NumberOfMedianExploration,NumberOfLowExploration,PC1,PC2,SMI,Experiment_SMI,Spur_mm,Wing_mm,Tail_mm,Leg_mm,Time_to_emerge,Minimum_Disp_Threat
237,32437,2,0.01,1.76,9.25,CST,22/07/2020,09:08:00,3,170,2020,Female,32.492261,34.936742,181,47.6,0,NA,0,0,0,1,0,0,0,0,7,4.33,30.3,0.86,81,13,14.77,62,17.31,0,100,27,0,0,27,-0.923072852,0.187235292,174.3221282,165.6261916,6.4,214,98,78.7,NA,184.96
238,32437,3,0.01,1.76,9.25,LTE,29/07/2020,10:59:00,5,166,2020,Female,32.492261,34.936742,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.3221282,161.7291047,6.4,214,98,78.7,1.6,NA
239,32437,3,0.01,1.76,9.25,OFT,29/07/2020,10:59:00,5,166,2020,Female,32.492261,34.936742,181,346.43,0,0,0,0,2,0,0,0,2,9,1,4.28,4.28,NA,413,2,9.96,100,15.38,0.6,99.4,24,2,0,22,-0.468324677,-2.35144845,174.3221282,161.7291047,6.4,214,98,78.7,NA,NA
240,32437,3,0.01,1.76,9.25,CST,29/07/2020,10:59:00,5,166,2020,Female,32.492261,34.936742,181,97.17,1,NA,3,0,0,0,0,0,0,1,6,4.29,25.72,1.26,139,18,14.98,100,22.44,1.2,98.8,35,0,1,34,-0.269228099,0.408348178,174.3221282,161.7291047,6.4,214,98,78.7,NA,162.82
241,32438,1,0.01,1.76,9.25,LTE,16/07/2020,09:34:00,2,185,2020,Male,32.492261,34.936742,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.1368165,183.7268097,12.9,208,94,72.7,3.4,NA
242,32438,1,0.01,1.76,9.25,OFT,16/07/2020,09:34:00,2,185,2020,Male,32.492261,34.936742,188,283.77,1,0,0,0,2,0,10,0,2,4,5,2.88,14.4,1.55,376,26,20.93,100,32.05,58.9,41.1,50,1,5,44,0.842934497,-0.619313269,186.1368165,183.7268097,12.9,208,94,72.7,NA,NA
243,32438,1,0.01,1.76,9.25,CST,16/07/2020,09:34:00,2,185,2020,Male,32.492261,34.936742,188,83.33,2,NA,6,0,0,2,0,0,0,1,8,3.47,27.77,0.51,126,16,13.67,88,17.31,0.1,99.9,27,0,2,25,0.533527518,0.840205899,186.1368165,183.7268097,12.9,208,94,72.7,NA,200.32
244,32438,2,0.01,1.76,9.25,LTE,22/07/2020,08:07:00,1,190,2020,Male,32.492261,34.936742,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.1368165,188.6923992,12.9,208,94,72.7,35.19,NA
245,32438,2,0.01,1.76,9.25,OFT,22/07/2020,08:07:00,1,190,2020,Male,32.492261,34.936742,188,269.83,0,0,0,1,3,1,6,0,3,4,2,7.28,14.56,2.14,391,21,20.31,100,23.08,52.7,47.3,36,2,2,32,1.410153352,-1.909771466,186.1368165,188.6923992,12.9,208,94,72.7,NA,NA
246,32438,2,0.01,1.76,9.25,CST,22/07/2020,08:07:00,1,190,2020,Male,32.492261,34.936742,188,91.7,1,NA,0,0,0,0,0,0,0,0,3,5.14,15.43,0.85,139,17,14.93,96,16.03,0,100,25,0,2,23,-0.187522788,-0.663441389,186.1368165,188.6923992,12.9,208,94,72.7,NA,185.75
247,32438,3,0.01,1.76,9.25,LTE,29/07/2020,12:00:00,7,181,2020,Male,32.492261,34.936742,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.1368165,179.7543382,12.9,208,94,72.7,2.7,NA
248,32438,3,0.01,1.76,9.25,OFT,29/07/2020,12:00:00,7,181,2020,Male,32.492261,34.936742,188,223.13,2,0,2,0,1,0,2,0,0,3,6,3.33,19.96,0.92,282,41,48.86,100,38.46,9.2,90.8,60,1,3,56,-0.714956938,0.705744103,186.1368165,179.7543382,12.9,208,94,72.7,NA,NA
249,32438,3,0.01,1.76,9.25,CST,29/07/2020,12:00:00,7,181,2020,Male,32.492261,34.936742,188,87.03,4,NA,7,0,0,0,0,0,0,2,10,4.16,41.61,0.69,117,23,17.12,91,32.05,2,98,50,0,0,50,-0.221536319,1.712828296,186.1368165,179.7543382,12.9,208,94,72.7,NA,36.67
250,32441,1,77.23,8.04,0,LTE,22/07/2020,10:59:00,6,176,2020,Male,32.149282,34.821199,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.6374254,177.0904123,4.3,204,90,81.5,600,NA
251,32441,1,77.23,8.04,0,OFT,22/07/2020,10:59:00,6,176,2020,Male,32.149282,34.821199,183,143.07,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,158,63,120.44,100,31.41,0,100,49,2,2,45,-2.828496328,0.74607516,184.6374254,177.0904123,4.3,204,90,81.5,NA,NA
252,32441,2,77.23,8.04,0,LTE,29/07/2020,09:56:00,3,186,2020,Male,32.149282,34.821199,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.6374254,187.1523676,4.3,204,90,81.5,98.03,NA
253,32441,2,77.23,8.04,0,OFT,29/07/2020,09:56:00,3,186,2020,Male,32.149282,34.821199,183,283.53,5,0,4,0,1,0,0,0,0,0,6,4.64,27.86,0.8,358,26,33.21,100,58.97,20.6,79.4,92,1,5,86,1.361682452,1.138140403,184.6374254,187.1523676,4.3,204,90,81.5,NA,NA
254,32441,2,77.23,8.04,0,CST,29/07/2020,09:56:00,3,186,2020,Male,32.149282,34.821199,183,86.6,12,NA,1,0,0,0,0,0,0,1,7,3.37,23.61,0.69,136,9,13.59,89,26.92,16.7,83.3,42,0,2,40,0.508326161,1.41929554,184.6374254,187.1523676,4.3,204,90,81.5,NA,1.66
255,32441,3,77.23,8.04,0,LTE,05/08/2020,08:56:00,1,189,2020,Male,32.149282,34.821199,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.6374254,190.1709542,4.3,204,90,81.5,183.07,NA
256,32441,3,77.23,8.04,0,OFT,05/08/2020,08:56:00,1,189,2020,Male,32.149282,34.821199,183,336.27,4,0,1,2,3,0,0,0,2,6,4,5.29,21.16,1.54,396,12,13.4,100,26.92,71.8,28.2,42,2,2,38,2.040096501,-2.165354232,184.6374254,190.1709542,4.3,204,90,81.5,NA,NA
257,32441,3,77.23,8.04,0,CST,05/08/2020,08:56:00,1,189,2020,Male,32.149282,34.821199,183,130.97,2,NA,0,0,0,0,0,0,0,1,1,5.33,5.33,NA,157,10,8.4,100,17.95,0.6,99.4,28,1,0,27,2.211556555,0.603895176,184.6374254,190.1709542,4.3,204,90,81.5,NA,105.01
258,32442,1,77.23,8.04,0,LTE,22/07/2020,12:08:00,8,156,2020,Female,32.149282,34.821199,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.220252,158.541059,7.7,201,90,70.3,84.92,NA
259,32442,1,77.23,8.04,0,OFT,22/07/2020,12:08:00,8,156,2020,Female,32.149282,34.821199,179,141.43,4,0,0,0,4,17,0,1,2,7,3,3.07,9.22,1.32,146,17,26.17,49,27.56,0.2,99.8,43,0,2,41,-0.874777476,-0.324049801,183.220252,158.541059,7.7,201,90,70.3,NA,NA
260,32442,1,77.23,8.04,0,CST,22/07/2020,12:08:00,8,156,2020,Female,32.149282,34.821199,179,56.63,1,NA,0,0,0,42,0,0,0,0,1,3.36,3.36,NA,37,15,68.55,98,18.59,0,100,29,0,1,28,-1.875867798,-2.650436148,183.220252,158.541059,7.7,201,90,70.3,NA,211.93
261,32442,2,77.23,8.04,0,LTE,29/07/2020,10:28:00,4,170,2020,Female,32.149282,34.821199,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.220252,172.7691027,7.7,201,90,70.3,7.2,NA
262,32442,2,77.23,8.04,0,OFT,29/07/2020,10:28:00,4,170,2020,Female,32.149282,34.821199,179,306.47,11,0,0,0,6,0,0,0,3,7,3,4.2,12.61,3.34,353,33,24.15,100,39.1,14.3,85.7,61,1,3,57,1.86373784,-0.542037951,183.220252,172.7691027,7.7,201,90,70.3,NA,NA
263,32442,2,77.23,8.04,0,CST,29/07/2020,10:28:00,4,170,2020,Female,32.149282,34.821199,179,100.1,7,NA,0,0,1,0,0,0,0,2,1,2.21,2.21,NA,117,24,23.63,100,21.79,3.8,96.2,34,0,2,32,1.927495917,-0.827185888,183.220252,172.7691027,7.7,201,90,70.3,NA,145.46
264,32442,3,77.23,8.04,0,LTE,05/08/2020,10:40:00,4,165,2020,Female,32.149282,34.821199,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.220252,167.6876585,7.7,201,90,70.3,36.05,NA
265,32442,3,77.23,8.04,0,OFT,05/08/2020,10:40:00,4,165,2020,Female,32.149282,34.821199,179,274.07,4,0,0,0,3,0,0,0,2,6,7,2.5,17.49,1.37,293,41,43.86,100,44.87,26,74,70,1,1,68,1.326676837,0.488113156,183.220252,167.6876585,7.7,201,90,70.3,NA,NA
266,32442,3,77.23,8.04,0,CST,05/08/2020,10:40:00,4,165,2020,Female,32.149282,34.821199,179,84.83,1,NA,0,0,0,0,0,0,0,0,14,2.38,33.3,0.89,89,30,34.79,100,33.97,14.3,85.7,53,0,1,52,-1.537667765,0.662606546,183.220252,167.6876585,7.7,201,90,70.3,NA,90.56
267,32443,1,75.47,21.63,0,LTE,22/07/2020,11:38:00,7,188,2020,Male,32.150295,34.824524,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.7678754,190.424548,10.2,202,94,77.1,4.2,NA
268,32443,1,75.47,21.63,0,OFT,22/07/2020,11:38:00,7,188,2020,Male,32.150295,34.824524,202,200.57,0,0,0,0,3,1,0,0,2,8,2,1.98,3.96,1.03,227,52,82.02,100,42.31,6.7,93.3,66,1,2,63,-0.621835101,0.744739299,205.7678754,190.424548,10.2,202,94,77.1,NA,NA
269,32443,1,75.47,21.63,0,CST,22/07/2020,11:38:00,7,188,2020,Male,32.150295,34.824524,202,52.17,0,NA,0,0,0,2,0,0,0,0,2,2.94,5.87,0.62,47,30,66.15,100,17.95,0,100,28,0,2,26,-1.443977713,-1.397754071,205.7678754,190.424548,10.2,202,94,77.1,NA,199
270,32443,2,75.47,21.63,0,LTE,29/07/2020,11:28:00,6,195,2020,Male,32.150295,34.824524,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.7678754,197.5148237,10.2,202,94,77.1,2.8,NA
271,32443,2,75.47,21.63,0,OFT,29/07/2020,11:28:00,6,195,2020,Male,32.150295,34.824524,202,177.53,1,0,3,0,3,0,0,0,3,12,2,5.38,10.76,0.28,177,71,97.06,100,37.82,37.5,62.5,59,0,1,58,0.396308518,0.984361938,205.7678754,197.5148237,10.2,202,94,77.1,NA,NA
272,32443,2,75.47,21.63,0,CST,29/07/2020,11:28:00,6,195,2020,Male,32.150295,34.824524,202,51.67,0,NA,0,0,0,0,0,0,0,0,2,3.36,6.71,0.02,39,32,54.41,100,14.74,0,100,23,0,0,23,-1.708777263,-2.323342871,205.7678754,197.5148237,10.2,202,94,77.1,NA,200.43
273,32443,3,75.47,21.63,0,LTE,05/08/2020,11:09:00,5,192,2020,Male,32.150295,34.824524,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.7678754,194.4761341,10.2,202,94,77.1,1.3,NA
274,32443,3,75.47,21.63,0,OFT,05/08/2020,11:09:00,5,192,2020,Male,32.150295,34.824524,202,126.57,0,0,0,0,2,0,0,0,1,0,0,0,0,NA,73,52,134.73,100,29.49,1.5,98.5,46,1,7,38,-1.931782355,0.565440786,205.7678754,194.4761341,10.2,202,94,77.1,NA,NA
275,32443,3,75.47,21.63,0,CST,05/08/2020,11:09:00,5,192,2020,Male,32.150295,34.824524,202,49.9,0,NA,0,0,0,1,0,0,0,0,1,2.75,2.75,NA,34,26,49.71,100,21.15,1.4,98.6,33,0,0,33,-1.365014859,-1.613406115,205.7678754,194.4761341,10.2,202,94,77.1,NA,188.57
276,32444,1,28.52,60.87,0,LTE,22/07/2020,10:24:00,5,156,2020,Female,32.142242,34.819781,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.1523314,158.011859,5.5,202,90,77.7,187.51,NA
277,32444,1,28.52,60.87,0,OFT,22/07/2020,10:24:00,5,156,2020,Female,32.142242,34.819781,169,232.27,1,0,0,0,2,3,2,0,3,6,3,2.28,6.84,0.65,333,44,33.29,100,24.36,20.5,79.5,38,2,2,34,0.145707993,-0.608730447,172.1523314,158.011859,5.5,202,90,77.7,NA,NA
278,32444,1,28.52,60.87,0,CST,22/07/2020,10:24:00,5,156,2020,Female,32.142242,34.819781,169,81.87,0,NA,0,0,0,0,0,0,0,5,4,5.3,21.19,0.7,106,27,19.69,100,21.15,10.9,89.1,33,0,1,32,-0.56133546,0.080045298,172.1523314,158.011859,5.5,202,90,77.7,NA,156.09
279,32444,2,28.52,60.87,0,LTE,29/07/2020,09:28:00,2,166,2020,Female,32.142242,34.819781,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.1523314,168.1408243,5.5,202,90,77.7,29.58,NA
280,32444,2,28.52,60.87,0,OFT,29/07/2020,09:28:00,2,166,2020,Female,32.142242,34.819781,169,250.47,0,0,0,0,2,0,2,0,2,9,2,6.22,12.45,0.91,324,43,31.38,100,49.36,44.7,55.3,77,1,2,74,0.990187251,0.443675417,172.1523314,168.1408243,5.5,202,90,77.7,NA,NA
281,32444,2,28.52,60.87,0,CST,29/07/2020,09:28:00,2,166,2020,Female,32.142242,34.819781,169,83.67,0,NA,0,0,0,2,0,0,0,2,3,4.08,12.24,1.39,122,25,22.08,100,28.21,10.6,89.4,44,0,3,41,-0.597655312,0.094074673,172.1523314,168.1408243,5.5,202,90,77.7,NA,71.46
282,32444,3,28.52,60.87,0,LTE,05/08/2020,10:09:00,3,163,2020,Female,32.142242,34.819781,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.1523314,165.1021347,5.5,202,90,77.7,129.61,NA
283,32444,3,28.52,60.87,0,OFT,05/08/2020,10:09:00,3,163,2020,Female,32.142242,34.819781,169,157.93,0,0,0,0,1,2,0,0,1,9,1,4.1,4.1,NA,145,69,99.63,100,33.33,0.9,99.1,52,1,5,46,-1.638643377,0.821866262,172.1523314,165.1021347,5.5,202,90,77.7,NA,NA
284,32444,3,28.52,60.87,0,CST,05/08/2020,10:09:00,3,163,2020,Female,32.142242,34.819781,169,70.7,0,NA,0,0,0,0,0,0,0,4,1,4.9,4.9,NA,85,26,41.66,100,15.38,0,100,24,1,1,22,-0.690582084,-1.247198421,172.1523314,165.1021347,5.5,202,90,77.7,NA,200.14
285,32445,1,32.23,66.43,0,LTE,27/07/2020,10:00:00,1,168,2020,Female,32.139344,34.823647,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.0420694,167.386401,6.4,207,94,75.7,2.2,NA
286,32445,1,32.23,66.43,0,OFT,27/07/2020,10:00:00,1,168,2020,Female,32.139344,34.823647,182,61.57,1,0,0,0,0,21,0,0,0,2,5,3.34,16.68,1.07,75,8,11.97,24,32.69,1.6,98.4,51,0,2,49,-2.482868512,0.13897493,181.0420694,167.386401,6.4,207,94,75.7,NA,NA
287,32445,1,32.23,66.43,0,CST,27/07/2020,10:00:00,1,168,2020,Female,32.139344,34.823647,182,62.67,1,NA,0,0,0,16,0,0,0,1,4,3.64,14.56,0.5,79,11,10.51,59,21.79,1,99,34,0,2,32,-0.428260917,-0.178407732,181.0420694,167.386401,6.4,207,94,75.7,NA,52.8
288,32445,2,32.23,66.43,0,LTE,03/08/2020,10:20:00,3,172,2020,Female,32.139344,34.823647,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.0420694,171.3717915,6.4,207,94,75.7,2.7,NA
289,32445,2,32.23,66.43,0,OFT,03/08/2020,10:20:00,3,172,2020,Female,32.139344,34.823647,182,256.37,1,0,0,0,1,1,0,0,2,7,2,3.08,6.17,0.51,320,37,34.04,97,35.9,3.1,96.9,56,1,3,52,-0.847705968,-0.146887229,181.0420694,171.3717915,6.4,207,94,75.7,NA,NA
290,32445,2,32.23,66.43,0,CST,03/08/2020,10:20:00,3,172,2020,Female,32.139344,34.823647,182,55.27,0,NA,0,0,0,0,0,0,0,1,0,0,0,NA,48,22,59.28,100,12.82,0,100,20,0,0,20,-0.963396506,-2.690573941,181.0420694,171.3717915,6.4,207,94,75.7,NA,206.27
291,32446,1,23.49,78.37,0,LTE,27/07/2020,10:30:00,2,172,2020,Female,32.143061,34.823788,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.8828049,171.9318158,6.6,206,93,74.6,600,NA
292,32446,1,23.49,78.37,0,OFT,27/07/2020,10:30:00,2,172,2020,Female,32.143061,34.823788,205,87.27,0,0,0,0,0,60,0,0,0,4,2,1.21,2.42,0.41,32,27,204.61,100,26.92,0,100,42,1,8,33,-3.073247936,1.447083515,204.8828049,171.9318158,6.6,206,93,74.6,NA,NA
293,32446,2,23.49,78.37,0,LTE,03/08/2020,09:40:00,2,169,2020,Female,32.143061,34.823788,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.8828049,168.9330051,6.6,206,93,74.6,600,NA
294,32446,2,23.49,78.37,0,OFT,03/08/2020,09:40:00,2,169,2020,Female,32.143061,34.823788,205,75.33,0,0,0,0,0,58,0,0,0,1,2,1.32,2.64,0.54,33,32,201.5,100,29.49,0,100,46,0,9,37,-3.070095206,1.594856759,204.8828049,168.9330051,6.6,206,93,74.6,NA,NA
295,32446,2,23.49,78.37,0,CST,03/08/2020,09:40:00,2,169,2020,Female,32.143061,34.823788,205,34.13,0,NA,0,0,0,172,0,0,0,0,2,1.75,3.5,1.06,24,20,105.09,100,10.9,0,100,17,0,2,15,-2.039701237,-2.713548468,204.8828049,168.9330051,6.6,206,93,74.6,NA,208.24
296,32446,3,23.49,78.37,0,LTE,10/08/2020,09:02:00,1,169,2020,Female,32.143061,34.823788,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.8828049,168.9330051,6.6,206,93,74.6,308.83,NA
297,32446,3,23.49,78.37,0,OFT,10/08/2020,09:02:00,1,169,2020,Female,32.143061,34.823788,205,105.63,0,0,0,0,0,20,0,0,0,4,3,3.17,9.51,1.18,63,45,151.7,100,41.03,1.1,98.9,64,1,4,59,-2.377603884,1.999749252,204.8828049,168.9330051,6.6,206,93,74.6,NA,NA
298,32446,3,23.49,78.37,0,CST,10/08/2020,09:02:00,1,169,2020,Female,32.143061,34.823788,205,33.87,0,NA,0,0,0,44,0,0,0,0,2,2.89,5.78,0.16,10,10,99.47,100,17.95,0.2,99.8,28,0,0,28,-2.016611442,-1.655222318,204.8828049,168.9330051,6.6,206,93,74.6,NA,190.84
299,32447,1,53.28,42.55,0,LTE,27/07/2020,11:07:00,3,159,2020,Male,32.146597,34.812101,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.3374368,163.2353605,10.3,198,91,74.4,24.08,NA
300,32447,1,53.28,42.55,0,OFT,27/07/2020,11:07:00,3,159,2020,Male,32.146597,34.812101,164,269.77,3,0,0,0,3,14,1,0,3,7,5,3.74,18.7,1.76,343,33,21.21,94,25.64,16.3,83.7,40,1,7,32,0.921017487,-0.772588856,170.3374368,163.2353605,10.3,198,91,74.4,NA,NA
301,32447,1,53.28,42.55,0,CST,27/07/2020,11:07:00,3,159,2020,Male,32.146597,34.812101,164,24,0,0,0,0,0,49,0,0,0,1,6,2.87,17.2,1.03,37,9,7.59,30,17.95,0.7,99.3,28,0,0,28,-0.908865889,-0.585718507,170.3374368,163.2353605,10.3,198,91,74.4,NA,42.15
302,32447,2,53.28,42.55,0,LTE,03/08/2020,09:10:00,1,166,2020,Male,32.146597,34.812101,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.3374368,170.4218229,10.3,198,91,74.4,58.17,NA
303,32447,2,53.28,42.55,0,OFT,03/08/2020,09:10:00,1,166,2020,Male,32.146597,34.812101,164,226.5,1,0,0,0,3,14,2,0,2,9,2,3.54,7.09,0.6,320,49,46.88,100,41.67,20.2,79.8,65,1,3,61,0.741032433,0.308093024,170.3374368,170.4218229,10.3,198,91,74.4,NA,NA
304,32447,2,53.28,42.55,0,CST,03/08/2020,09:10:00,1,166,2020,Male,32.146597,34.812101,164,86,5,0,1,0,0,39,0,0,0,3,5,4.06,20.32,0.78,121,26,25.52,100,27.56,5.1,94.9,43,0,2,41,-0.261708586,0.360740049,170.3374368,170.4218229,10.3,198,91,74.4,NA,111.16
305,32447,3,53.28,42.55,0,LTE,10/08/2020,09:40:00,2,173,2020,Male,32.146597,34.812101,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.3374368,177.6082853,10.3,198,91,74.4,71.22,NA
306,32447,3,53.28,42.55,0,OFT,10/08/2020,09:40:00,2,173,2020,Male,32.146597,34.812101,164,259.8,3,0,0,1,3,3,3,0,3,10,1,4.25,4.25,NA,313,53,49.17,100,33.33,0.8,99.2,52,2,5,45,0.183326278,-1.106142361,170.3374368,177.6082853,10.3,198,91,74.4,NA,NA
307,32447,3,53.28,42.55,0,CST,10/08/2020,09:40:00,2,173,2020,Male,32.146597,34.812101,164,80.53,1,0,0,0,1,5,0,0,1,4,1,5.79,5.79,NA,102,35,32.32,100,16.03,0,100,25,0,2,23,0.570434392,-1.647066294,170.3374368,177.6082853,10.3,198,91,74.4,NA,186.55
308,33665,1,75.94,14.4,0,LTE,29/07/2020,08:56:00,1,164,2020,Female,31.78631,34.672921,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.4930024,159.2794967,9.8,215,96,76.8,117.61,NA
309,33665,1,75.94,14.4,0,OFT,29/07/2020,08:56:00,1,164,2020,Female,31.78631,34.672921,182,157.1,1,0,4,0,1,3,1,0,0,5,5,3.41,17.03,1.07,162,74,125.66,100,53.21,3,97,83,0,5,78,-0.874463253,2.171701891,174.4930024,159.2794967,9.8,215,96,76.8,NA,NA
310,33665,1,75.94,14.4,0,CST,29/07/2020,08:56:00,1,164,2020,Female,31.78631,34.672921,182,49.23,0,NA,0,0,0,13,0,0,1,2,4,2.31,9.25,1.26,42,19,84.9,100,37.82,0.5,99.5,59,0,0,59,-2.216474987,-0.18672034,174.4930024,159.2794967,9.8,215,96,76.8,NA,84.57
311,33665,2,75.94,14.4,0,LTE,05/08/2020,09:28:00,2,176,2020,Female,31.78631,34.672921,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.4930024,170.9340941,9.8,215,96,76.8,387.18,NA
312,33665,2,75.94,14.4,0,OFT,05/08/2020,09:28:00,2,176,2020,Female,31.78631,34.672921,182,162.9,1,0,1,0,2,0,3,1,0,7,6,3.89,23.35,1.15,181,62,109.17,100,53.21,14.8,85.2,83,0,3,80,0.664382606,2.077008162,174.4930024,170.9340941,9.8,215,96,76.8,NA,NA
313,33665,2,75.94,14.4,0,CST,05/08/2020,09:28:00,2,176,2020,Female,31.78631,34.672921,182,74.37,1,NA,1,0,0,2,0,0,0,1,7,4,28.01,0.96,102,24,19.79,92,37.18,17.3,82.7,58,0,0,58,-1.27004015,0.955385493,174.4930024,170.9340941,9.8,215,96,76.8,NA,80.04
314,33665,3,75.94,14.4,0,LTE,12/08/2020,09:08:00,1,179,2020,Female,31.78631,34.672921,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.4930024,173.8477434,9.8,215,96,76.8,4.4,NA
315,33665,3,75.94,14.4,0,OFT,12/08/2020,09:08:00,1,179,2020,Female,31.78631,34.672921,182,201.37,0,0,0,0,3,6,0,0,3,5,6,3.69,22.14,1.13,237,67,65.4,100,55.13,5.9,94.1,86,0,0,86,0.110893228,1.5806993,174.4930024,173.8477434,9.8,215,96,76.8,NA,NA
316,33665,3,75.94,14.4,0,CST,12/08/2020,09:08:00,1,179,2020,Female,31.78631,34.672921,182,63.97,0,NA,0,0,0,2,0,0,0,0,8,3.07,24.59,0.49,91,22,21.45,85,35.26,5.7,94.3,55,0,2,53,-1.442763289,0.564694937,174.4930024,173.8477434,9.8,215,96,76.8,NA,64.65
317,33858,1,74,15.91,0,LTE,01/05/2021,09:40:00,3,170,2021,Female,32.148673,34.820411,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.6553207,171.0532392,6.8,204,88,73.5,2.12,NA
